Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Spending Level,Discount %,Discount Amount,Final Amount,High Value Customer,Loyal Customer,Age Group
973,61,Male,Sneakers,Footwear,61,Colorado,L,Gold,Winter,3.0,Yes,Standard,Yes,Yes,33,Credit Card,Weekly,Medium,10,6.1,54.9,No,Yes,61-70
974,60,Male,Jacket,Outerwear,75,Colorado,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly,High,10,7.5,67.5,No,Yes,46-60
975,69,Male,Skirt,Clothing,90,North Carolina,M,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,23,Bank Transfer,Monthly,High,10,9.0,81.0,Yes,No,61-70
976,58,Male,Sweater,Clothing,40,Washington,M,Olive,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Weekly,Low,10,4.0,36.0,No,No,46-60
977,34,Male,T-shirt,Clothing,90,Florida,M,Gray,Fall,3.6,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months,High,10,9.0,81.0,Yes,Yes,31-45
978,20,Male,Belt,Accessories,20,Washington,M,Black,Spring,4.6,Yes,Express,Yes,Yes,34,Cash,Bi-Weekly,Low,10,2.0,18.0,No,Yes,18-30
979,56,Male,Gloves,Accessories,40,Colorado,M,Turquoise,Summer,2.5,Yes,Standard,Yes,Yes,33,Credit Card,Weekly,Low,10,4.0,36.0,No,Yes,46-60
980,64,Male,Hat,Accessories,33,New Hampshire,S,Brown,Fall,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly,Low,10,3.3,29.7,No,Yes,61-70
981,56,Male,Boots,Footwear,98,Maryland,S,Magenta,Spring,4.0,Yes,Free Shipping,Yes,Yes,39,PayPal,Every 3 Months,High,10,9.8,88.2,Yes,Yes,46-60
982,27,Male,Belt,Accessories,42,Maryland,M,Silver,Spring,3.5,Yes,Next Day Air,Yes,Yes,47,Credit Card,Quarterly,Medium,10,4.2,37.8,No,Yes,18-30
983,35,Male,Coat,Outerwear,62,Texas,S,Red,Summer,3.2,Yes,Standard,Yes,Yes,37,PayPal,Monthly,Medium,10,6.2,55.8,No,Yes,31-45
984,24,Male,Hat,Accessories,45,New Mexico,L,Indigo,Winter,3.5,Yes,Free Shipping,Yes,Yes,40,Venmo,Bi-Weekly,Medium,10,4.5,40.5,No,Yes,18-30
985,26,Male,Shoes,Footwear,78,Utah,M,Green,Summer,3.4,Yes,Free Shipping,Yes,Yes,8,Credit Card,Bi-Weekly,High,10,7.8,70.2,No,No,18-30
986,32,Male,Handbag,Accessories,80,West Virginia,M,Gray,Fall,5.0,Yes,Express,Yes,Yes,12,Bank Transfer,Annually,High,10,8.0,72.0,Yes,No,31-45
987,54,Male,Scarf,Accessories,96,Connecticut,S,Peach,Spring,4.5,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Monthly,High,10,9.6,86.4,Yes,Yes,46-60
988,62,Male,Handbag,Accessories,47,West Virginia,M,Charcoal,Summer,2.8,Yes,Express,Yes,Yes,48,PayPal,Weekly,Medium,10,4.7,42.3,No,Yes,61-70
989,50,Male,Pants,Clothing,84,Ohio,M,Orange,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Fortnightly,High,10,8.4,75.6,Yes,Yes,46-60
990,70,Male,Shoes,Footwear,31,Texas,M,Beige,Spring,3.1,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Monthly,Low,10,3.1,27.9,No,No,61-70
991,48,Male,Sunglasses,Accessories,63,Washington,S,Yellow,Spring,4.8,Yes,Store Pickup,Yes,Yes,24,Cash,Weekly,Medium,10,6.3,56.7,No,No,46-60
992,20,Male,Shorts,Clothing,97,Wisconsin,XL,White,Spring,2.7,Yes,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly,High,10,9.7,87.3,Yes,Yes,18-30
993,46,Male,Jacket,Outerwear,99,Louisiana,M,Gray,Winter,4.6,Yes,Express,Yes,Yes,50,Debit Card,Weekly,High,10,9.9,89.1,Yes,Yes,46-60
994,51,Male,Sandals,Footwear,90,Iowa,M,Peach,Winter,4.4,Yes,Store Pickup,Yes,Yes,25,Cash,Weekly,High,10,9.0,81.0,Yes,Yes,46-60
995,53,Male,Shoes,Footwear,68,New York,L,Violet,Fall,3.2,Yes,Express,Yes,Yes,20,Debit Card,Monthly,Medium,10,6.8,61.2,No,No,46-60
996,44,Male,Jewelry,Accessories,80,Idaho,M,Magenta,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Weekly,High,10,8.0,72.0,Yes,No,31-45
997,29,Male,Sandals,Footwear,91,Delaware,L,Maroon,Summer,4.9,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly,High,10,9.1,81.9,Yes,Yes,18-30
998,64,Male,Pants,Clothing,30,Kentucky,M,Cyan,Spring,3.6,Yes,Express,Yes,Yes,31,Cash,Fortnightly,Low,10,3.0,27.0,No,Yes,61-70
999,51,Male,Shoes,Footwear,90,Connecticut,M,White,Spring,3.8,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Bi-Weekly,High,10,9.0,81.0,Yes,Yes,46-60
1000,50,Male,Socks,Clothing,28,New Mexico,L,Brown,Spring,2.9,Yes,Standard,Yes,Yes,23,Debit Card,Monthly,Low,10,2.8,25.2,No,No,46-60
1001,43,Male,Socks,Clothing,46,Georgia,M,Red,Winter,3.9,Yes,Express,Yes,Yes,1,Bank Transfer,Bi-Weekly,Medium,10,4.6,41.4,No,No,31-45
1002,61,Male,Dress,Clothing,60,Washington,M,Orange,Fall,3.6,Yes,Standard,Yes,Yes,4,Debit Card,Fortnightly,Medium,10,6.0,54.0,No,No,61-70
1003,55,Male,Shoes,Footwear,59,North Dakota,M,White,Spring,3.5,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly,Medium,10,5.9,53.1,No,No,46-60
1004,56,Male,Hat,Accessories,68,Ohio,M,Green,Fall,4.0,Yes,Store Pickup,Yes,Yes,3,Cash,Bi-Weekly,Medium,10,6.8,61.2,No,No,46-60
1005,33,Male,Backpack,Accessories,79,Tennessee,M,Black,Summer,4.8,Yes,2-Day Shipping,Yes,Yes,44,Cash,Annually,High,10,7.9,71.1,No,Yes,31-45
1006,43,Male,Backpack,Accessories,94,New York,M,Gold,Winter,3.9,Yes,Store Pickup,Yes,Yes,5,Debit Card,Bi-Weekly,High,10,9.4,84.6,Yes,No,31-45
1007,21,Male,Pants,Clothing,83,Michigan,S,Lavender,Summer,4.5,Yes,Next Day Air,Yes,Yes,50,Venmo,Quarterly,High,10,8.3,74.7,Yes,Yes,18-30
1008,58,Male,Gloves,Accessories,62,Georgia,XL,Turquoise,Spring,4.8,Yes,Standard,Yes,Yes,2,Credit Card,Annually,Medium,10,6.2,55.8,No,No,46-60
1009,41,Male,Scarf,Accessories,85,New Mexico,M,Pink,Spring,2.6,Yes,Store Pickup,Yes,Yes,29,PayPal,Annually,High,10,8.5,76.5,Yes,Yes,31-45
1010,39,Male,Hoodie,Clothing,30,Louisiana,M,Silver,Summer,3.1,Yes,Express,Yes,Yes,11,Venmo,Annually,Low,10,3.0,27.0,No,No,31-45
1011,54,Male,Jeans,Clothing,24,South Dakota,XL,Gray,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly,Low,10,2.4,21.6,No,Yes,46-60
1012,43,Male,Backpack,Accessories,25,Montana,L,Indigo,Spring,2.9,Yes,Next Day Air,Yes,Yes,32,Debit Card,Fortnightly,Low,10,2.5,22.5,No,Yes,31-45
1013,28,Male,Sandals,Footwear,37,New Mexico,L,Teal,Summer,3.8,Yes,Express,Yes,Yes,27,Credit Card,Annually,Low,10,3.7,33.3,No,Yes,18-30
1014,59,Male,Belt,Accessories,69,South Carolina,XL,Green,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,31,Venmo,Bi-Weekly,Medium,10,6.9,62.1,No,Yes,46-60
1015,28,Male,Shoes,Footwear,97,Ohio,M,Violet,Summer,3.0,Yes,Standard,Yes,Yes,36,Debit Card,Fortnightly,High,10,9.7,87.3,Yes,Yes,18-30
1016,68,Male,Gloves,Accessories,24,North Carolina,M,Cyan,Summer,4.1,Yes,Standard,Yes,Yes,34,Cash,Weekly,Low,10,2.4,21.6,No,Yes,61-70
1017,20,Male,Belt,Accessories,30,Idaho,XL,Blue,Summer,3.4,Yes,Express,Yes,Yes,15,Bank Transfer,Every 3 Months,Low,10,3.0,27.0,No,No,18-30
1018,21,Male,Jacket,Outerwear,53,Oklahoma,L,Orange,Fall,2.5,Yes,Express,Yes,Yes,14,Credit Card,Annually,Medium,10,5.3,47.7,No,No,18-30
1019,50,Male,Dress,Clothing,70,Georgia,XL,Charcoal,Spring,4.9,Yes,Next Day Air,Yes,Yes,46,Cash,Weekly,Medium,10,7.0,63.0,No,Yes,46-60
1020,32,Male,Shirt,Clothing,76,Kentucky,S,Beige,Winter,2.8,Yes,Standard,Yes,Yes,33,Venmo,Bi-Weekly,High,10,7.6,68.4,No,Yes,31-45
1021,24,Male,Scarf,Accessories,95,Delaware,M,Black,Fall,4.5,Yes,Express,Yes,Yes,41,Debit Card,Annually,High,10,9.5,85.5,Yes,Yes,18-30
1022,55,Male,Coat,Outerwear,51,Massachusetts,S,Lavender,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,Medium,10,5.1,45.9,No,Yes,46-60
1023,61,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,4.9,Yes,Store Pickup,Yes,Yes,7,Cash,Annually,Medium,10,4.1,36.9,No,No,61-70
1024,61,Male,Sunglasses,Accessories,71,Maine,S,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Every 3 Months,High,10,7.1,63.9,No,Yes,61-70
1025,28,Male,T-shirt,Clothing,66,Pennsylvania,M,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,18,Venmo,Quarterly,Medium,10,6.6,59.4,No,No,18-30
1026,60,Male,Shirt,Clothing,84,Nebraska,M,Olive,Winter,4.9,Yes,Free Shipping,Yes,Yes,15,Credit Card,Annually,High,10,8.4,75.6,Yes,No,46-60
1027,49,Male,Handbag,Accessories,95,Virginia,L,Turquoise,Winter,3.0,Yes,Express,Yes,Yes,39,PayPal,Bi-Weekly,High,10,9.5,85.5,Yes,Yes,46-60
1028,33,Male,Jewelry,Accessories,90,Ohio,L,Teal,Summer,2.8,Yes,Next Day Air,Yes,Yes,11,Cash,Monthly,High,10,9.0,81.0,Yes,No,31-45
1029,45,Male,Hoodie,Clothing,36,Nebraska,S,Lavender,Summer,3.7,Yes,Standard,Yes,Yes,4,Cash,Fortnightly,Low,10,3.6,32.4,No,No,31-45
1030,29,Male,Gloves,Accessories,22,Ohio,M,Purple,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Bi-Weekly,Low,10,2.2,19.8,No,Yes,18-30
1031,58,Male,Coat,Outerwear,89,Kentucky,L,Blue,Winter,3.3,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,High,10,8.9,80.1,Yes,Yes,46-60
1032,22,Male,Sandals,Footwear,50,Tennessee,M,Teal,Spring,3.4,Yes,Free Shipping,Yes,Yes,32,Cash,Quarterly,Medium,10,5.0,45.0,No,Yes,18-30
1033,55,Male,Boots,Footwear,36,Maine,M,Lavender,Fall,4.0,Yes,Free Shipping,Yes,Yes,44,Credit Card,Quarterly,Low,10,3.6,32.4,No,Yes,46-60
1034,19,Male,Pants,Clothing,52,Montana,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Quarterly,Medium,10,5.2,46.8,No,Yes,18-30
1035,68,Male,Socks,Clothing,29,Maryland,M,Olive,Fall,4.2,Yes,Next Day Air,Yes,Yes,44,Bank Transfer,Weekly,Low,10,2.9,26.1,No,Yes,61-70
1036,61,Male,Blouse,Clothing,89,Georgia,M,Brown,Fall,2.8,Yes,Express,Yes,Yes,32,Venmo,Annually,High,10,8.9,80.1,Yes,Yes,61-70
1037,68,Male,Handbag,Accessories,47,Hawaii,M,Yellow,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Monthly,Medium,10,4.7,42.3,No,No,61-70
1038,52,Male,Jewelry,Accessories,25,Rhode Island,XL,Brown,Spring,3.4,Yes,Standard,Yes,Yes,48,Debit Card,Quarterly,Low,10,2.5,22.5,No,Yes,46-60
1039,41,Male,Pants,Clothing,74,Nebraska,XL,Cyan,Fall,3.0,Yes,Express,Yes,Yes,3,Bank Transfer,Weekly,High,10,7.4,66.6,No,No,31-45
1040,29,Male,Belt,Accessories,46,Michigan,M,Magenta,Fall,4.8,Yes,Standard,Yes,Yes,39,Venmo,Monthly,Medium,10,4.6,41.4,No,Yes,18-30
1041,68,Male,Jeans,Clothing,22,North Carolina,S,Magenta,Fall,4.0,Yes,Next Day Air,Yes,Yes,7,Cash,Fortnightly,Low,10,2.2,19.8,No,No,61-70
1042,36,Male,Shirt,Clothing,25,Minnesota,M,Orange,Summer,4.9,Yes,Next Day Air,Yes,Yes,11,Cash,Fortnightly,Low,10,2.5,22.5,No,No,31-45
1043,55,Male,Belt,Accessories,80,Maryland,M,Maroon,Spring,4.9,Yes,Next Day Air,Yes,Yes,47,Credit Card,Weekly,High,10,8.0,72.0,Yes,Yes,46-60
1044,28,Male,Jeans,Clothing,76,Hawaii,M,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,28,Debit Card,Fortnightly,High,10,7.6,68.4,No,Yes,18-30
1045,39,Male,Jeans,Clothing,30,Oregon,L,Teal,Summer,4.4,Yes,Next Day Air,Yes,Yes,17,Bank Transfer,Every 3 Months,Low,10,3.0,27.0,No,No,31-45
1046,54,Male,Sweater,Clothing,79,New Mexico,L,Black,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,11,PayPal,Bi-Weekly,High,10,7.9,71.1,No,No,46-60
1047,40,Male,Sneakers,Footwear,22,Illinois,M,Magenta,Winter,4.2,Yes,Standard,Yes,Yes,12,Venmo,Annually,Low,10,2.2,19.8,No,No,31-45
1048,31,Male,Socks,Clothing,36,Utah,S,Olive,Fall,4.2,Yes,Standard,Yes,Yes,7,Credit Card,Fortnightly,Low,10,3.6,32.4,No,No,31-45
1049,30,Male,Socks,Clothing,77,Maine,L,Yellow,Fall,2.7,Yes,Standard,Yes,Yes,19,Venmo,Fortnightly,High,10,7.7,69.3,No,No,18-30
1050,45,Male,Sunglasses,Accessories,33,Virginia,S,Purple,Fall,2.8,Yes,Store Pickup,Yes,Yes,24,Cash,Quarterly,Low,10,3.3,29.7,No,No,31-45
1051,48,Male,Sneakers,Footwear,64,Florida,M,Beige,Winter,3.8,Yes,Next Day Air,Yes,Yes,19,Venmo,Monthly,Medium,10,6.4,57.6,No,No,46-60
1052,45,Male,Socks,Clothing,53,Ohio,M,Indigo,Fall,2.6,Yes,Free Shipping,Yes,Yes,39,PayPal,Annually,Medium,10,5.3,47.7,No,Yes,31-45
1053,60,Male,Shoes,Footwear,36,Virginia,XL,Pink,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Fortnightly,Low,10,3.6,32.4,No,No,46-60
1054,59,Male,Blouse,Clothing,70,Kansas,M,Blue,Spring,3.3,No,2-Day Shipping,Yes,Yes,10,Debit Card,Bi-Weekly,Medium,10,7.0,63.0,No,No,46-60
1055,18,Male,Shorts,Clothing,96,Arkansas,L,Cyan,Winter,4.9,No,Express,Yes,Yes,48,PayPal,Quarterly,High,10,9.6,86.4,Yes,Yes,
1056,70,Male,Jacket,Outerwear,27,Massachusetts,M,Orange,Spring,3.3,No,Next Day Air,Yes,Yes,24,Debit Card,Annually,Low,10,2.7,24.3,No,No,61-70
1057,20,Male,Sweater,Clothing,64,Idaho,L,Black,Winter,2.9,No,2-Day Shipping,Yes,Yes,42,Venmo,Fortnightly,Medium,10,6.4,57.6,No,Yes,18-30
1058,65,Male,Jacket,Outerwear,23,Wisconsin,S,Maroon,Spring,4.4,No,2-Day Shipping,Yes,Yes,20,Credit Card,Weekly,Low,10,2.3,20.7,No,No,61-70
1059,29,Male,Scarf,Accessories,33,New Mexico,L,Violet,Summer,3.1,No,Next Day Air,Yes,Yes,49,Bank Transfer,Every 3 Months,Low,10,3.3,29.7,No,Yes,18-30
1060,22,Male,Jacket,Outerwear,34,North Carolina,M,Beige,Winter,2.5,No,Standard,Yes,Yes,25,Debit Card,Monthly,Low,10,3.4,30.6,No,Yes,18-30
1061,27,Male,Sweater,Clothing,35,Iowa,S,Gray,Summer,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,Low,10,3.5,31.5,No,No,18-30
1062,36,Male,Coat,Outerwear,62,Idaho,M,Gray,Summer,4.4,No,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months,Medium,10,6.2,55.8,No,No,31-45
1063,59,Male,Boots,Footwear,75,Ohio,M,Brown,Fall,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,High,10,7.5,67.5,No,No,46-60
1064,62,Male,Hoodie,Clothing,29,Alabama,S,Indigo,Summer,3.3,No,Free Shipping,Yes,Yes,35,Cash,Monthly,Low,10,2.9,26.1,No,Yes,61-70
1065,34,Male,Hat,Accessories,28,Wyoming,M,Violet,Spring,3.5,No,Express,Yes,Yes,42,Credit Card,Every 3 Months,Low,10,2.8,25.2,No,Yes,31-45
1066,59,Male,T-shirt,Clothing,20,Alabama,XL,Blue,Spring,4.1,No,Store Pickup,Yes,Yes,3,PayPal,Every 3 Months,Low,10,2.0,18.0,No,No,46-60
1067,49,Male,Coat,Outerwear,96,Mississippi,M,Red,Winter,4.0,No,Store Pickup,Yes,Yes,11,PayPal,Bi-Weekly,High,10,9.6,86.4,Yes,No,46-60
1068,18,Male,Dress,Clothing,43,Pennsylvania,S,Peach,Summer,2.7,No,2-Day Shipping,Yes,Yes,22,PayPal,Quarterly,Medium,10,4.3,38.7,No,No,
1069,55,Male,Shirt,Clothing,94,Wyoming,M,Olive,Fall,2.5,No,Standard,Yes,Yes,47,Credit Card,Weekly,High,10,9.4,84.6,Yes,Yes,46-60
1070,38,Male,Skirt,Clothing,81,Maryland,XL,White,Fall,4.3,No,Next Day Air,Yes,Yes,33,Venmo,Every 3 Months,High,10,8.1,72.9,Yes,Yes,31-45
1071,50,Male,Jewelry,Accessories,75,North Carolina,M,Magenta,Summer,3.3,No,Free Shipping,Yes,Yes,50,Debit Card,Weekly,High,10,7.5,67.5,No,Yes,46-60
1072,61,Male,Hat,Accessories,81,Pennsylvania,M,Beige,Summer,2.6,No,Express,Yes,Yes,46,Credit Card,Monthly,High,10,8.1,72.9,Yes,Yes,61-70
1073,48,Male,Shorts,Clothing,92,Idaho,L,Gold,Fall,,No,Express,Yes,Yes,34,Debit Card,Fortnightly,High,10,9.2,82.8,Yes,Yes,46-60
1074,22,Male,Scarf,Accessories,96,California,XL,Purple,Spring,4.0,No,Store Pickup,Yes,Yes,33,Credit Card,Monthly,High,10,9.6,86.4,Yes,Yes,18-30
1075,48,Male,Jewelry,Accessories,71,Tennessee,S,White,Fall,2.6,No,Standard,Yes,Yes,45,Bank Transfer,Fortnightly,High,10,7.1,63.9,No,Yes,46-60
1076,57,Male,Sunglasses,Accessories,50,Missouri,L,Indigo,Summer,4.9,No,Next Day Air,Yes,Yes,32,Debit Card,Bi-Weekly,Medium,10,5.0,45.0,No,Yes,46-60
1077,33,Male,Coat,Outerwear,72,North Dakota,L,Charcoal,Spring,2.9,No,Standard,Yes,Yes,47,Venmo,Bi-Weekly,High,10,7.2,64.8,No,Yes,31-45
1078,58,Male,Jacket,Outerwear,28,West Virginia,M,Pink,Winter,3.7,No,Standard,Yes,Yes,5,PayPal,Quarterly,Low,10,2.8,25.2,No,No,46-60
1079,37,Male,Sweater,Clothing,59,Arizona,M,Silver,Fall,4.4,No,Express,Yes,Yes,49,Credit Card,Fortnightly,Medium,10,5.9,53.1,No,Yes,31-45
1080,18,Male,Coat,Outerwear,33,Oklahoma,S,Blue,Summer,4.4,No,Free Shipping,Yes,Yes,48,Bank Transfer,Monthly,Low,10,3.3,29.7,No,Yes,
1081,65,Male,Scarf,Accessories,59,Pennsylvania,L,Blue,Fall,3.8,No,Express,Yes,Yes,22,Cash,Every 3 Months,Medium,10,5.9,53.1,No,No,61-70
1082,62,Male,Belt,Accessories,30,Idaho,XL,Brown,Spring,4.5,No,Standard,Yes,Yes,45,Credit Card,Annually,Low,10,3.0,27.0,No,Yes,61-70
1083,54,Male,Hat,Accessories,85,South Carolina,XL,Cyan,Winter,2.6,No,Next Day Air,Yes,Yes,30,Venmo,Quarterly,High,10,8.5,76.5,Yes,Yes,46-60
1084,35,Male,Backpack,Accessories,97,Washington,L,Teal,Summer,3.3,No,Store Pickup,Yes,Yes,43,Cash,Weekly,High,10,9.7,87.3,Yes,Yes,31-45
1085,34,Male,T-shirt,Clothing,36,Arkansas,S,Purple,Fall,4.1,No,Next Day Air,Yes,Yes,48,Cash,Quarterly,Low,10,3.6,32.4,No,Yes,31-45
1086,25,Male,Jewelry,Accessories,85,Utah,M,Turquoise,Winter,3.0,No,Store Pickup,Yes,Yes,23,Venmo,Fortnightly,High,10,8.5,76.5,Yes,No,18-30
1087,53,Male,Sunglasses,Accessories,62,Alaska,M,Olive,Winter,3.0,No,Free Shipping,Yes,Yes,27,PayPal,Bi-Weekly,Medium,10,6.2,55.8,No,Yes,46-60
1088,45,Male,Jeans,Clothing,71,West Virginia,S,White,Winter,3.4,No,Next Day Air,Yes,Yes,7,Bank Transfer,Monthly,High,10,7.1,63.9,No,No,31-45
1089,49,Male,Pants,Clothing,21,Louisiana,M,Turquoise,Winter,2.7,No,Free Shipping,Yes,Yes,2,PayPal,Weekly,Low,10,2.1,18.9,No,No,46-60
1090,40,Male,Backpack,Accessories,61,Arizona,M,Silver,Spring,3.8,No,Next Day Air,Yes,Yes,33,PayPal,Bi-Weekly,Medium,10,6.1,54.9,No,Yes,31-45
1091,38,Male,Scarf,Accessories,58,Connecticut,M,Violet,Spring,4.2,No,Store Pickup,Yes,Yes,27,Cash,Fortnightly,Medium,10,5.8,52.2,No,Yes,31-45
1092,44,Male,Sweater,Clothing,80,North Carolina,L,Lavender,Spring,4.7,No,Store Pickup,Yes,Yes,6,Credit Card,Fortnightly,High,10,8.0,72.0,Yes,No,31-45
1093,68,Male,Jewelry,Accessories,50,South Dakota,L,Magenta,Spring,4.1,No,2-Day Shipping,Yes,Yes,20,Venmo,Quarterly,Medium,10,5.0,45.0,No,No,61-70
1094,60,Male,Sneakers,Footwear,48,Delaware,S,Indigo,Winter,4.2,No,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months,Medium,10,4.8,43.2,No,Yes,46-60
1095,25,Male,Jewelry,Accessories,40,Connecticut,M,Black,Winter,4.8,No,Next Day Air,Yes,Yes,25,Cash,Quarterly,Low,10,4.0,36.0,No,Yes,18-30
1096,19,Male,Coat,Outerwear,34,Tennessee,S,Peach,Summer,3.0,No,Free Shipping,Yes,Yes,30,Bank Transfer,Quarterly,Low,10,3.4,30.6,No,Yes,18-30
1097,57,Male,Coat,Outerwear,46,New Hampshire,S,Beige,Fall,2.6,No,Standard,Yes,Yes,48,Credit Card,Annually,Medium,10,4.6,41.4,No,Yes,46-60
1098,58,Male,Sunglasses,Accessories,27,Vermont,M,Black,Summer,3.2,No,Store Pickup,Yes,Yes,47,Bank Transfer,Weekly,Low,10,2.7,24.3,No,Yes,46-60
1099,49,Male,Handbag,Accessories,98,Idaho,S,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,27,Credit Card,Weekly,High,10,9.8,88.2,Yes,Yes,46-60
1100,19,Male,Sweater,Clothing,73,North Carolina,M,Peach,Fall,2.6,No,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly,High,10,7.3,65.7,No,Yes,18-30
1101,50,Male,Pants,Clothing,28,Nevada,L,Gold,Spring,4.4,No,Express,Yes,Yes,2,Credit Card,Weekly,Low,10,2.8,25.2,No,No,46-60
1102,30,Male,Gloves,Accessories,76,Delaware,XL,Silver,Fall,3.0,No,Free Shipping,Yes,Yes,39,Cash,Fortnightly,High,10,7.6,68.4,No,Yes,18-30
1103,52,Male,Sweater,Clothing,83,Texas,M,Peach,Fall,2.9,No,Express,Yes,Yes,24,Cash,Fortnightly,High,10,8.3,74.7,Yes,No,46-60
1104,35,Male,Hoodie,Clothing,23,Tennessee,S,Charcoal,Spring,4.3,No,Free Shipping,Yes,Yes,8,Debit Card,Bi-Weekly,Low,10,2.3,20.7,No,No,31-45
1105,35,Male,Hat,Accessories,28,Delaware,M,Beige,Fall,3.1,No,Express,Yes,Yes,8,Bank Transfer,Quarterly,Low,10,2.8,25.2,No,No,31-45
1106,33,Male,T-shirt,Clothing,83,Massachusetts,S,Olive,Spring,3.0,No,Next Day Air,Yes,Yes,6,Venmo,Every 3 Months,High,10,8.3,74.7,Yes,No,31-45
1107,52,Male,Skirt,Clothing,96,Minnesota,L,Violet,Winter,3.6,No,Store Pickup,Yes,Yes,12,Venmo,Fortnightly,High,10,9.6,86.4,Yes,No,46-60
1108,69,Male,Sneakers,Footwear,62,Texas,M,Peach,Fall,2.8,No,Store Pickup,Yes,Yes,26,Bank Transfer,Weekly,Medium,10,6.2,55.8,No,Yes,61-70
1109,27,Male,Shorts,Clothing,25,Nebraska,M,Teal,Fall,2.8,No,Standard,Yes,Yes,50,Cash,Fortnightly,Low,10,2.5,22.5,No,Yes,18-30
1110,66,Male,Hoodie,Clothing,97,Oklahoma,L,Violet,Winter,,No,Next Day Air,Yes,Yes,2,Venmo,Weekly,High,10,9.7,87.3,Yes,No,61-70
1111,28,Male,Hoodie,Clothing,61,Texas,L,Cyan,Fall,3.0,No,Standard,Yes,Yes,31,Cash,Bi-Weekly,Medium,10,6.1,54.9,No,Yes,18-30
1112,22,Male,Shoes,Footwear,66,New York,S,Olive,Summer,4.1,No,Next Day Air,Yes,Yes,4,Credit Card,Bi-Weekly,Medium,10,6.6,59.4,No,No,18-30
1113,69,Male,Hoodie,Clothing,67,Washington,XL,Pink,Spring,4.6,No,Free Shipping,Yes,Yes,32,PayPal,Quarterly,Medium,10,6.7,60.3,No,Yes,61-70
1114,28,Male,Sunglasses,Accessories,80,Maryland,M,Purple,Summer,4.8,No,Next Day Air,Yes,Yes,11,PayPal,Bi-Weekly,High,10,8.0,72.0,Yes,No,18-30
1115,55,Male,Skirt,Clothing,25,New Hampshire,L,Violet,Fall,2.6,No,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months,Low,10,2.5,22.5,No,Yes,46-60
1116,30,Male,Hat,Accessories,58,New York,S,Peach,Fall,4.0,No,2-Day Shipping,Yes,Yes,37,Cash,Weekly,Medium,10,5.8,52.2,No,Yes,18-30
1117,67,Male,Backpack,Accessories,96,Hawaii,M,Charcoal,Winter,4.2,No,Express,Yes,Yes,39,PayPal,Fortnightly,High,10,9.6,86.4,Yes,Yes,61-70
1118,25,Male,Sunglasses,Accessories,77,California,L,Lavender,Spring,4.5,No,Store Pickup,Yes,Yes,24,Credit Card,Monthly,High,10,7.7,69.3,No,No,18-30
1119,49,Male,Belt,Accessories,65,Indiana,M,Purple,Summer,4.9,No,Standard,Yes,Yes,11,PayPal,Every 3 Months,Medium,10,6.5,58.5,No,No,46-60
1120,34,Male,Jewelry,Accessories,36,Louisiana,M,Indigo,Spring,3.1,No,Standard,Yes,Yes,36,Credit Card,Weekly,Low,10,3.6,32.4,No,Yes,31-45
